id,qname,heading,text,type,diagram,website,updated
,UnitPriceSpecification,Unit price specification,"A unit price specification is a conceptual entity that specifies the price asked for a given gr:Offering by the respective gr:Business Entity. An offering may be linked to multiple unit price specifications that specify alternative prices for non-overlapping sets of conditions (e.g. quantities or sales regions) or with differing validity periods. 

A unit price specification is characterized by (1) the lower and upper limits and the unit of measurement of the eligible quantity, (2) by a monetary",Class,http://purl.org/goodrelations/v1/diagrams/UnitPriceSpecification.dot.svg,http://purl.org/goodrelations/v1/UnitPriceSpecification,2026-07-23T22:28:42.091037
,Offering,Offering,"An offering represents the public, not necessarily binding, not necessarily exclusive, announcement by a gr:BusinessEntity to provide (or seek) a certain gr:BusinessFunction for a certain gr:ProductOrService to a specified target audience. An offering is specified by the type of product or service or bundle it refers to, what business function is being offered (sales, rental, ...), and a set of commercial properties. It can either refer to 
(1) a clearly specified instance (gr:Individual),
(2) t",Class,http://purl.org/goodrelations/v1/diagrams/Offering.dot.svg,http://purl.org/goodrelations/v1/Offering,2026-07-23T22:28:42.091037
,ProductOrServicesSomeInstancesPlaceholder,Product or services some instances placeholder (DEPRECATED),"DEPRECATED - This class is superseded by gr:SomeItems. Replace all occurrences of gr:ProductOrServicesSomeInstancesPlaceholder by gr:SomeItems, if possible.",Class,http://purl.org/goodrelations/v1/diagrams/ProductOrServicesSomeInstancesPlaceholder.dot.svg,http://purl.org/goodrelations/v1/ProductOrServicesSomeInstancesPlaceholder,2026-07-23T22:28:42.091037
,QuantitativeValue,Quantitative value,"A quantitative value is a numerical interval that represents the range of a certain gr:quantitativeProductOrServiceProperty in terms of the lower and upper bounds for a particular gr:ProductOrService. It is to be interpreted in combination with the respective unit of measurement. Most quantitative values are intervals even if they are in practice often treated as a single point value.
	
Example: a weight between 10 and 25 kilogramms, a length between 10 and 15 milimeters.

Compatibility with sch",Class,http://purl.org/goodrelations/v1/diagrams/QuantitativeValue.dot.svg,http://purl.org/goodrelations/v1/QuantitativeValue,2026-07-23T22:28:42.091037
,DeliveryChargeSpecification,Delivery charge specification,"A delivery charge specification is a conceptual entity that specifies the additional costs asked for the delivery of a given gr:Offering using a particular gr:DeliveryMethod by the respective gr:BusinessEntity. A delivery charge specification is characterized by (1) a monetary amount per order, specified as a literal value of type float in combination with a currency, (2) the delivery method, (3) the target country or region, and (4)  whether this charge includes local sales taxes, namely VAT.
A",Class,http://purl.org/goodrelations/v1/diagrams/DeliveryChargeSpecification.dot.svg,http://purl.org/goodrelations/v1/DeliveryChargeSpecification,2026-07-23T22:28:42.091037
,BusinessFunction,Business function,"The business function specifies the type of activity or access (i.e., the bundle of rights) offered by the gr:BusinessEntity on the gr:ProductOrService through the gr:Offering. Typical are sell, rental or lease, maintenance or repair, manufacture / produce, recycle / dispose, engineering / construction, or installation.

Licenses and other proprietary specifications of access rights are also instances of this class.

Examples: A particular offering made by Miller Rentals Ltd. says that they (1) ",Class,http://purl.org/goodrelations/v1/diagrams/BusinessFunction.dot.svg,http://purl.org/goodrelations/v1/BusinessFunction,2026-07-23T22:28:42.091037
,SomeItems,Some items,"A placeholder instance for unknown instances of a mass-produced commodity. This is used as a computationally cheap work-around for such instances that are not individually exposed on the Web but just stated to exist (i.e., which are existentially quantified).

Example: An instance of this class can represent an anonymous set of green Siemens1234 phones. It is different from the gr:ProductOrServiceModel Siemens1234, since this refers to the make and model, and it is different from a particular in",Class,http://purl.org/goodrelations/v1/diagrams/SomeItems.dot.svg,http://purl.org/goodrelations/v1/SomeItems,2026-07-23T22:28:42.091037
,Individual,Individual,"A gr:Individual is an actual product or service instance, i.e., a single identifiable object or action that creates some increase in utility (in the economic sense) for the individual possessing or using this very object (product) or for the individual in whose favor this very action is being taken (service). Products or services are types of goods in the economic sense. For an overview of goods and commodities in economics, see Milgate (1987).

Examples: MyThinkpad T60, the pint of beer standin",Class,http://purl.org/goodrelations/v1/diagrams/Individual.dot.svg,http://purl.org/goodrelations/v1/Individual,2026-07-23T22:28:42.091037
,LocationOfSalesOrServiceProvisioning,Location of sales or service provisioning (DEPRECATED),"DEPRECATED - This class is superseded by gr:Location. Replace all occurrences of gr:LocationOfSalesOrServiceProvisioning by gr:Location, if possible.",Class,http://purl.org/goodrelations/v1/diagrams/LocationOfSalesOrServiceProvisioning.dot.svg,http://purl.org/goodrelations/v1/LocationOfSalesOrServiceProvisioning,2026-07-23T22:28:42.091037
,DeliveryMethod,Delivery method,"A delivery method is a standardized procedure for transferring the product or service to the destination of fulfilment chosen by the customer. Delivery methods are characterized by the means of transportation used, and by the organization or group that is the contracting party for the sending gr:BusinessEntity (this is important, since the contracted party may subcontract the fulfilment to smaller, regional businesses).

Examples: Delivery by mail, delivery by direct download, delivery by UPS",Class,http://purl.org/goodrelations/v1/diagrams/DeliveryMethod.dot.svg,http://purl.org/goodrelations/v1/DeliveryMethod,2026-07-23T22:28:42.091037
,WarrantyScope,Warranty scope,"The warranty scope represents types of services that will be provided free of charge by the vendor or manufacturer in the case of a defect (e.g. labor and parts, just parts), as part of the warranty included in an gr:Offering. The actual services may be provided by the gr:BusinessEntity making the offering, by the manufacturer of the product, or by a third party. 

Examples: Parts and Labor, Parts",Class,http://purl.org/goodrelations/v1/diagrams/WarrantyScope.dot.svg,http://purl.org/goodrelations/v1/WarrantyScope,2026-07-23T22:28:42.091037
,DayOfWeek,Day of week,"The day of the week, used to specify  to which day the opening hours of a gr:OpeningHoursSpecification refer.

Examples: Monday, Tuesday, Wednesday,...",Class,http://purl.org/goodrelations/v1/diagrams/DayOfWeek.dot.svg,http://purl.org/goodrelations/v1/DayOfWeek,2026-07-23T22:28:42.091037
,Brand,Brand,"A brand is the identity of a specific product, service, or business. Use foaf:logo for attaching a brand logo and gr:name or rdfs:label for attaching the brand name.	

(Source: Wikipedia, the free encyclopedia, see http://en.wikipedia.org/wiki/Brand)",Class,http://purl.org/goodrelations/v1/diagrams/Brand.dot.svg,http://purl.org/goodrelations/v1/Brand,2026-07-23T22:28:42.091037
,License,License,"A license is the specification of a bundle of rights that determines the type of activity or access offered by the gr:BusinessEntity on the gr:ProductOrService through the gr:Offering.
	
Licenses can be standardized (e.g. LPGL, Creative Commons, ...), vendor-specific, or individually defined for a single offer or product. Whether there is a fee for obtaining the license is specified using the gr:UnitPriceSpecification attached to the gr:Offering. Use foaf:page for linking to a document containin",Class,http://purl.org/goodrelations/v1/diagrams/License.dot.svg,http://purl.org/goodrelations/v1/License,2026-07-23T22:28:42.091037
,acceptedPaymentMethods,accepted payment methods (0..*),The gr:PaymentMethod or methods accepted by the gr:BusinessEntity for the given gr:Offering.,ObjectProperty,,http://purl.org/goodrelations/v1/acceptedPaymentMethods,2026-07-23T22:28:42.091037
,addOn,add-on (0..*),This property points from a gr:Offering to additional offerings that can only be obtained in combination with the first offering. This can be used to model supplements and extensions that are available for a surcharge. Any gr:PriceSpecification attached to the secondary offering is to be understood as an additional charge.,ObjectProperty,,http://purl.org/goodrelations/v1/addOn,2026-07-23T22:28:42.091037
,advanceBookingRequirement,advance booking requirement (0..1),"The minimal and maximal amount of time that is required between accepting the gr:Offering and the actual usage of the resource or service. This is mostly relevant for offers regarding hotel rooms, the rental of objects, or the provisioning of services. The duration is specified relatively to the beginning of the usage of the contracted object. It is represented by attaching an instance of the class gr:QuantitativeValueInteger. The lower and upper boundaries are specified using the properties gr:",ObjectProperty,,http://purl.org/goodrelations/v1/advanceBookingRequirement,2026-07-23T22:28:42.091037
,appliesToDeliveryMethod,applies to delivery method (0..*),This property specifies the gr:DeliveryMethod to which the gr:DeliveryChargeSpecification applies.,ObjectProperty,,http://purl.org/goodrelations/v1/appliesToDeliveryMethod,2026-07-23T22:28:42.091037
,appliesToPaymentMethod,applies to payment method (1..*),This property specifies the gr:PaymentMethod to which the gr:PaymentChargeSpecification applies.,ObjectProperty,,http://purl.org/goodrelations/v1/appliesToPaymentMethod,2026-07-23T22:28:42.091037
,availableAtOrFrom,available at or from (0..*),This states that a particular gr:Offering is available at or from the given gr:Location (e.g. shop or branch).,ObjectProperty,,http://purl.org/goodrelations/v1/availableAtOrFrom,2026-07-23T22:28:42.091037
,availableDeliveryMethods,available delivery methods (0..*),This specifies the gr:DeliveryMethod or methods available for a given gr:Offering.,ObjectProperty,,http://purl.org/goodrelations/v1/availableDeliveryMethods,2026-07-23T22:28:42.091037
,deliveryLeadTime,delivery lead time (0..1),"This property can be used to indicate the promised delay between the receipt of the order and the goods leaving the warehouse.

The duration is specified by attaching an instance of gr:QuantitativeValueInteger. The lower and upper boundaries are specified using the properties gr:hasMinValueInteger and gr:hasMaxValueInteger to that instance. A point value can be modeled with the gr:hasValueInteger property. The unit of measurement is specified using the property gr:hasUnitOfMeasurement with a str",ObjectProperty,,http://purl.org/goodrelations/v1/deliveryLeadTime,2026-07-23T22:28:42.091037
,depth,depth (0..1),"The depth of the product.
Typical unit code(s): CMT for centimeters, INH for inches",ObjectProperty,,http://purl.org/goodrelations/v1/depth,2026-07-23T22:28:42.091037
,eligibleCustomerTypes,eligible customer types (0..*),The types of customers (gr:BusinessEntityType) for which the given gr:Offering is valid.,ObjectProperty,,http://purl.org/goodrelations/v1/eligibleCustomerTypes,2026-07-23T22:28:42.091037
,eligibleDuration,eligible duration (0..1),"The minimal and maximal duration for which the given gr:Offering or gr:License is valid. This is mostly used for offers regarding accommodation, the rental of objects, or software licenses. The duration is specified by attaching an instance of gr:QuantitativeValue. The lower and upper boundaries are specified using the properties gr:hasMinValue and gr:hasMaxValue to that instance. If they are the same, use the gr:hasValue property. The unit of measurement is specified using the property gr:hasUn",ObjectProperty,,http://purl.org/goodrelations/v1/eligibleDuration,2026-07-23T22:28:42.091037
,eligibleTransactionVolume,eligible transaction volume (0..1),"This property can be used to indicate the transaction volume, in a monetary unit, for which the gr:Offering or gr:PriceSpecification is valid. This is mostly used to specify a minimal purchasing volume, to express free shipping above a certain order volume, or to limit the acceptance of credit cards to purchases above a certain amount.

The object is a gr:PriceSpecification that uses the properties gr:hasMaxCurrencyValue and gr:hasMinCurrencyValue to indicate the lower and upper boundaries and g",ObjectProperty,,http://purl.org/goodrelations/v1/eligibleTransactionVolume,2026-07-23T22:28:42.091037
,hasBrand,has brand (0..*),"This specifies the brand or brands (gr:Brand) associated with a gr:ProductOrService, or the brand or brands maintained by a gr:BusinessEntity.",ObjectProperty,,http://purl.org/goodrelations/v1/hasBrand,2026-07-23T22:28:42.091037
,hasBusinessFunction,has business function (1..*),"This specifies the business function of the gr:Offering, i.e. whether the gr:BusinessEntity is offering to sell, to lease, or to repair the particular type of product. In the case of bundles, it is also possible to attach individual business functions to each gr:TypeAndQuantityNode. The business function of the main gr:Offering determines the business function for all included objects or services, unless a business function attached to a gr:TypeAndQuantityNode overrides it.
	
Note: While it is p",ObjectProperty,,http://purl.org/goodrelations/v1/hasBusinessFunction,2026-07-23T22:28:42.091037
,hasEligibleQuantity,has eligible quantity (0..1),"This specifies the interval and unit of measurement of ordering quantities for which the gr:Offering or gr:PriceSpecification is valid. This allows e.g. specifying that a certain freight charge is valid only for a certain quantity.
Note that if an offering is a bundle, i.e. it consists of more than one unit of a single type of good, or if the unit of measurement for the good is different from unit (Common Code C62), then gr:hasEligibleQuantity refers to units of this bundle. In other words, ""C62",ObjectProperty,,http://purl.org/goodrelations/v1/hasEligibleQuantity,2026-07-23T22:28:42.091037
,hasInventoryLevel,has inventory level (0..1),"This property specifies the current approximate inventory level for gr:SomeItems. The unit of measurement and the point value or interval are indicated using the attached gr:QuantitativeValueFloat instance.

This property can also be attached to a gr:Offering in cases where the included products are not modeled in more detail.",ObjectProperty,,http://purl.org/goodrelations/v1/hasInventoryLevel,2026-07-23T22:28:42.091037
,hasMakeAndModel,has make and model (0..1),"This states that an actual product instance (gr:Individual) or a placeholder instance for multiple, unidentified such instances (gr:SomeItems) is one occurence of a particular gr:ProductOrServiceModel.

Example: myFordT hasMakeAndModel FordT.",ObjectProperty,,http://purl.org/goodrelations/v1/hasMakeAndModel,2026-07-23T22:28:42.091037
,hasOpeningHoursDayOfWeek,has opening hours day of week (1..*),"This specifies the gr:DayOfWeek to which the gr:OpeningHoursSpecification is related.

Note: Use multiple instances of gr:OpeningHoursSpecification for specifying the opening hours for multiple days if the opening hours differ.",ObjectProperty,,http://purl.org/goodrelations/v1/hasOpeningHoursDayOfWeek,2026-07-23T22:28:42.091037
,hasOpeningHoursSpecification,has opening hours specification (0..*),This property links a gr:Location to a gr:OpeningHoursSpecification.,ObjectProperty,,http://purl.org/goodrelations/v1/hasOpeningHoursSpecification,2026-07-23T22:28:42.091037
,hasPOS,has POS (0..*),This property states that the respective gr:Location is a point of sale for the respective gr:BusinessEntity. It allows linking those two types of entities without the need for a particular gr:Offering.,ObjectProperty,,http://purl.org/goodrelations/v1/hasPOS,2026-07-23T22:28:42.091037
,hasPriceSpecification,has price specification (0..*),"This links a gr:Offering to a gr:PriceSpecification or specifications. There can be unit price specifications, payment charge specifications, and delivery charge specifications. For each type, multiple specifications for the same gr:Offering are possible, e.g. for different quantity ranges or for different currencies, or for different combinations of gr:DeliveryMethod and target destinations.

Recommended retail prices etc. can be marked by the gr:priceType property of the gr:UnitPriceSpecificat",ObjectProperty,,http://purl.org/goodrelations/v1/hasPriceSpecification,2026-07-23T22:28:42.091037
,hasWarrantyPromise,has warranty promise (0..*),This specifies the gr:WarrantyPromise made by the gr:BusinessEntity for the given gr:Offering.,ObjectProperty,,http://purl.org/goodrelations/v1/hasWarrantyPromise,2026-07-23T22:28:42.091037
,hasWarrantyScope,has warranty scope (0..1),This states the gr:WarrantyScope of a given gr:WarrantyPromise.,ObjectProperty,,http://purl.org/goodrelations/v1/hasWarrantyScope,2026-07-23T22:28:42.091037
,height,height (0..1),"The height of the product.
Typical unit code(s): CMT for centimeters, INH for inches",ObjectProperty,,http://purl.org/goodrelations/v1/height,2026-07-23T22:28:42.091037
,includes,includes (0..1),"This object property is a shortcut for the original gr:includesObject property for the common case of having exactly one single gr:ProductOrService instance included in an Offering. 

When linking to an instance of gr:SomeItems or gr:Individual, it is equivalent to using a gr:TypeAndQuantityNode with gr:hasUnitOfMeasurement=""C62""^^xsd:string and gr:amountOfThisGood=""1.0""^^xsd:float for that good.

When linking to a gr:ProductOrServiceModel, it is equivalent to 
1. defining an blank node for a gr",ObjectProperty,,http://purl.org/goodrelations/v1/includes,2026-07-23T22:28:42.091037
,includesObject,includes object (0..*),This object property links a gr:Offering to one or multiple gr:TypeAndQuantityNode or nodes that specify the components that are included in the respective offer.,ObjectProperty,,http://purl.org/goodrelations/v1/includesObject,2026-07-23T22:28:42.091037
,isAccessoryOrSparePartFor,is accessory or spare part for (0..*),This states that a particular gr:ProductOrService is an accessory or spare part for another product or service.,ObjectProperty,,http://purl.org/goodrelations/v1/isAccessoryOrSparePartFor,2026-07-23T22:28:42.091037
,isConsumableFor,is consumable for (0..*),This states that a particular gr:ProductOrService is a consumable for another product or service.,ObjectProperty,,http://purl.org/goodrelations/v1/isConsumableFor,2026-07-23T22:28:42.091037
,isSimilarTo,is similar to (0..*),"This states that a given gr:ProductOrService is similar to another product or service. Of course, this is a subjective statement; when interpreting it, the trust in the origin of the statement should be taken into account.",ObjectProperty,,http://purl.org/goodrelations/v1/isSimilarTo,2026-07-23T22:28:42.091037
,isVariantOf,is variant of (0..1),"This states that a particular gr:ProductOrServiceModel is a variant of another product or service model. It is pretty safe to infer that the variant inherits all gr:quantitativeProductOrServiceProperty, gr:qualitativeProductOrServiceProperty, and gr:datatypeProductOrServiceProperty values that are defined for the first gr:ProductOrServiceModel.

Example:
foo:Red_Ford_T_Model gr:isVariantOf foo:Ford_T_Model",ObjectProperty,,http://purl.org/goodrelations/v1/isVariantOf,2026-07-23T22:28:42.091037
,offers,offers (0..*),"This links a gr:BusinessEntity to the offers (gr:Offering) it makes. If you want to express interest in receiving offers, use gr:seeks instead.",ObjectProperty,,http://purl.org/goodrelations/v1/offers,2026-07-23T22:28:42.091037
,owns,owns (0..*),"This property indicates that a particular person or business owns a particular product. It can be used to expose the products in one's posession in order to empower recommender systems to suggest matching offers.

Note that the product must be an instance of the class gr:Individual.

This property can also be safely applied to foaf:Agent instances.",ObjectProperty,,http://purl.org/goodrelations/v1/owns,2026-07-23T22:28:42.091037
,qualitativeProductOrServiceProperty,qualitative product or service property (0..*),This is the super property of all qualitative properties for products and services. All properties in product or service ontologies for which gr:QualitativeValue instances are specified are subproperties of this property.,ObjectProperty,,http://purl.org/goodrelations/v1/qualitativeProductOrServiceProperty,2026-07-23T22:28:42.091037
,seeks,seeks (0..*),"This links a gr:BusinessEntity to gr:Offering nodes that describe what the business entity is interested in (i.e., the buy side). If you want to express interest in offering something, use gr:offers instead. Note that this substitutes the former gr:BusinessFunction gr:Buy, which is now deprecated.",ObjectProperty,,http://purl.org/goodrelations/v1/seeks,2026-07-23T22:28:42.091037
,typeOfGood,type of good (1..1),This specifies the gr:ProductOrService that the gr:TypeAndQuantityNode is referring to.,ObjectProperty,,http://purl.org/goodrelations/v1/typeOfGood,2026-07-23T22:28:42.091037
,valueReference,value reference (0..*),The superclass of properties that link a gr:QuantitativeValue or a gr:QualitativeValue to a second gr:QuantitativeValue or a gr:QualitativeValue that provides additional information on the original value. A good modeling practice is to define specializations of this property (e.g. foo:referenceTemperature) for your particular domain.,ObjectProperty,,http://purl.org/goodrelations/v1/valueReference,2026-07-23T22:28:42.091037
,weight,weight (0..1),"The weight of the gr:ProductOrService.
Typical unit code(s): GRM for gram, KGM for kilogram, LBR for pound",ObjectProperty,,http://purl.org/goodrelations/v1/weight,2026-07-23T22:28:42.091037
,width,width (0..1),"The width of the gr:ProductOrService.
Typical unit code(s): CMT for centimeters, INH for inches",ObjectProperty,,http://purl.org/goodrelations/v1/width,2026-07-23T22:28:42.091037
,equal,equal (0..*),This ordering relation for qualitative values indicates that the subject is equal to the object.,ObjectProperty,,http://purl.org/goodrelations/v1/equal,2026-07-23T22:28:42.091037
,greater,greater (0..*),This ordering relation for qualitative values indicates that the subject is greater than the object.,ObjectProperty,,http://purl.org/goodrelations/v1/greater,2026-07-23T22:28:42.091037
,greaterOrEqual,greater or equal (0..*),This ordering relation for qualitative values indicates that the subject is greater than or equal to the object.,ObjectProperty,,http://purl.org/goodrelations/v1/greaterOrEqual,2026-07-23T22:28:42.091037
,hasManufacturer,has manufacturer (0..1),This object property links a gr:ProductOrService to the gr:BusinessEntity that produces it. Mostly used with gr:ProductOrServiceModel.,ObjectProperty,,http://purl.org/goodrelations/v1/hasManufacturer,2026-07-23T22:28:42.091037
,hasNext,has next (0..1),"This ordering relation for gr:DayOfWeek indicates that the subject is directly followed by the object.

Example: Monday hasNext Tuesday

Since days of the week are a cycle, this property is not transitive.",ObjectProperty,,http://purl.org/goodrelations/v1/hasNext,2026-07-23T22:28:42.091037
,hasPrevious,has previous (0..1),"This ordering relation for gr:DayOfWeek indicates that the subject is directly preceeded by the object.

Example: Tuesday hasPrevious Monday

Since days of the week are a cycle, this property is not transitive.",ObjectProperty,,http://purl.org/goodrelations/v1/hasPrevious,2026-07-23T22:28:42.091037
,lesser,lesser (0..*),This ordering relation for gr:QualitativeValue pairs indicates that the subject is lesser than the object.,ObjectProperty,,http://purl.org/goodrelations/v1/lesser,2026-07-23T22:28:42.091037
,lesserOrEqual,lesser or equal (0..*),This ordering relation for gr:QualitativeValue pairs indicates that the subject is lesser than or equal to the object.,ObjectProperty,,http://purl.org/goodrelations/v1/lesserOrEqual,2026-07-23T22:28:42.091037
,nonEqual,non equal (0..*),This ordering relation for gr:QualitativeValue pairs indicates that the subject is not equal to the object.,ObjectProperty,,http://purl.org/goodrelations/v1/nonEqual,2026-07-23T22:28:42.091037
